,Dip,BI,Kurtosis,DropOutRate,MeanNZ,DenPeak,Amplitude,gaussian_prob1,gaussian_prob2,gaussian_mean1,gaussian_mean2,gaussian_variance,mean,variance,unimodal_margin_quantile,unimodal_low_quantile,unimodal_high_quantile,IQR,q50,bim_thresh_down,bim_thresh_up,Category,dor_threshold
Lbp,0.0,2.560896127803272,-1.024493500828414,0.15942028985507245,3.866354202220597,1.0866129517915262,10.4526832425,0.6974359342356068,0.30256406576439027,1.353072567437863,7.622509496076635,1.264721250376696,3.249978894620212,9.564778046231302,0.25,0.84784379223225,6.4838593746675,5.636015582435251,1.911108016995,4.05298397269,5.26220742885,Bimodal,0.95
Slamf6,0.9648372980589356,1.6904679835606118,7.355231574210805,0.7415458937198067,1.7426309919482548,-0.008898331745435334,10.7448837003,0.9781336869010316,0.021866313098968446,0.28882663730588903,7.677520724096659,0.40859707241742627,1.7426309919482548,3.85582356814963,0.25,0.7676062382719999,1.6922159167325,0.9246096784605,1.15753519067,3.90593984884,4.81340916207,Unimodal,
Il10ra,0.014398907075106049,2.2396899899851346,0.10669758254051587,0.6666666666666666,2.7288868508610635,0.006259962221171644,10.1088100298,0.9204575461890048,0.07954245381099573,0.3786788773567972,7.0537316006715285,0.6503338051215951,2.7288868508610635,6.785380058278515,0.25,0.9259249719807501,3.47062758626,2.5447026142792497,1.57766726464,3.60607132826,4.29133425687,Bimodal,
Asb13,0.0,2.5554201058401578,0.46713034041959345,0.4227053140096618,3.4705025941506316,0.03337616490782147,11.2560699829,0.8003775935749614,0.1996224064250388,0.6973412492919194,7.2405018063579885,1.047501728533296,2.003502705318843,7.892634183002137,0.25,0.0,2.3324051219875,2.3324051219875,0.7960999574575001,3.68299369036,4.6892358415,Bimodal,0.95
Col4a2,0.04000514202006533,2.418998248557547,-0.3215196067399293,0.6020531400966184,2.767718558942466,-0.0031750290996569452,9.55514775304,0.8843679547175259,0.1156320452824733,0.3896922833305893,6.544669690832645,0.6620534047161395,2.767718558942466,6.797169388358875,0.25,0.869914244088,4.68662548113,3.816711237042,1.41255541743,3.28522959151,4.08285572225,Bimodal,
Gcdh,0.0,1.819366524597166,-1.089444089276165,0.028381642512077296,4.8840896121686095,3.001300395244817,11.3156387487,0.6429980511087102,0.3570019488912908,2.9568754238327224,7.966920070706619,1.7406964211831528,4.74547112679909,7.50709943218568,0.25,2.5889905061825003,7.441957371445,4.852966865262499,4.01828413289,4.63483625936,6.68906472317,Bimodal,0.95
Cdh23,0.5506056430156958,1.4043497388156447,8.868023842779479,0.7814009661835749,1.5022683146494835,0.008360809752680942,8.78608354356,0.9808861945336652,0.019113805466335256,0.2217935330317031,5.798959695544814,0.2956939205894648,1.5022683146494835,2.263202967570432,0.25,0.7286606195997499,1.5086498383525,0.7799892187527501,1.062992204265,2.92632328335,3.37814360596,Unimodal,
Bcl2,0.0,2.166862275563044,-1.3203992183628321,0.09842995169082126,4.422304708602335,1.514101885084274,11.5746903711,0.5985862905966067,0.40141370940339205,1.7144866523364866,7.375805048296641,1.6401799945679927,3.987017469772516,9.346948493076733,0.25,1.3473811063875,7.0580761340025,5.7106950276149995,2.934663029785,3.80276219066,5.53435945232,Bimodal,0.95
Tmem56,0.0,2.3828899093506433,0.168368924822059,0.42693236714975846,2.9301176293833677,0.019668370282612924,10.1616747173,0.8779468042998343,0.122053195700166,0.7970023078758021,8.024615324537553,0.9858235386638714,2.9301176293833677,7.830943936124733,0.25,1.09969071449,3.22725850536,2.1275677908699997,1.6737728311,4.09779050371,5.09185624685,Bimodal,
Cdk17,0.0,2.0498766665852055,-1.4321981853019412,0.09480676328502416,5.029418563582787,7.66506331400544,11.6329917681,0.4804029810015317,0.5195970189984676,1.7128529422534966,7.178132037934311,1.7743593136438074,4.552595668363888,9.23578428569338,0.25,1.69420497909,7.3807563435375005,5.6865513644475,4.853798815415,3.43851106458,5.37843215284,Bimodal,0.95
Gm43082,1.0,1.8116028603530716,332.44897439189884,0.9830917874396136,2.07537124012925,0.0034674879987067198,9.62300355528,0.9963768115942029,0.0036231884057971015,0.01499328949532667,5.561911176054999,0.033844804360607,0.03509081806981824,0.14500779952762818,0.25,0.0,0.0,0.0,0.0,2.32157209997,3.71079396733,Discarded,0.95
Il15,0.0,2.5663938186346797,-1.2664570787052005,0.24939613526570048,4.263397060609427,0.3591692250953069,11.0381353032,0.6348960186026414,0.36510398139735833,0.9531637254713399,7.1074614039551145,1.3329982190689125,3.200122310590288,10.118737688721835,0.25,0.1802044417115,6.509316884672501,6.329112442961001,1.675880019645,3.48618699393,4.82697371172,Bimodal,0.95
Sgpp1,0.0,2.251183143341107,-1.1442866655786383,0.1998792270531401,4.175817686482606,0.6656084014202626,10.0429528057,0.6691068243465242,0.33089317565347515,1.3369687207565915,7.393877420305931,1.6027421850048318,3.3411584749936316,9.7310362015923,0.25,0.8180915455795,6.55714279763,5.7390512520505,2.06158211251,3.769213766,5.33424313649,Bimodal,0.95
Tnfrsf13c,0.0,2.906552832930637,-0.8299036870706122,0.6316425120772947,3.1228055744834755,-0.00434499173240227,10.0031089027,0.894918371978213,0.10508162802178693,0.3821440042085493,7.692316362024867,0.594852110687219,3.1228055744834755,9.112654471092313,0.25,0.8904581956569999,6.4199229401124995,5.5294647444555,1.5526869094950002,3.96911151671,4.49175353529,Bimodal,
Scarb1,0.0,2.3294954343500542,-1.5149461232971604,0.04830917874396135,4.942962345281615,1.908647933487321,10.0869441351,0.5178350363409614,0.48216496365903877,2.0561215863707467,7.548122264629368,1.3877924410911118,4.704171893818735,8.924105047206291,0.25,1.9441230301025,7.612126409009999,5.668003378907499,4.41833883731,4.06359034036,5.56689865507,Bimodal,0.95
Mpi,0.0,2.5921264413629523,0.12588988527423073,0.4257246376811594,3.5761048403117575,0.04763179601199741,10.0677246596,0.7941402751940333,0.2058597248059694,0.7242512554542303,7.182132459069883,1.0146969357914588,2.0536689028601938,7.837299560311769,0.25,0.0,2.613605191605,2.613605191605,0.8446515410415,3.66555190046,4.69483523299,Bimodal,0.95
Spire1,0.0,2.3960368717144194,-0.058050080526028225,0.30193236714975846,3.512609967941193,0.13272730824924817,9.95258917818,0.7826553752418548,0.21734462475815622,1.0329749329469975,7.5620731063151485,1.2631033296307048,2.4520393254468713,8.519715068008187,0.25,0.0,3.1743247186224997,3.1743247186224997,1.343683649575,3.93775944819,5.12607598484,Bimodal,0.95
Minpp1,0.0,1.7899895251841516,-1.252021611530134,0.029589371980676328,5.896243555124988,7.8681185258333795,12.0622915276,0.4777617360220933,0.5222382639779065,2.757470697778873,8.433628340701539,2.508926687735565,5.721777411283729,10.554057827158694,0.25,2.7398366748850003,8.33341865463,5.593581979745,5.918376328635,4.25450428456,6.86264160656,Bimodal,0.95
Cs,1.1498118525410383e-05,1.9500786385364761,-0.8663157557489041,0.007246376811594203,6.867747354965356,8.615120582309522,11.5689912219,0.3100602262034529,0.6899397737965464,3.1170092022633438,8.481204756834257,1.6186844524255932,6.817981069784447,7.778925946641602,0.25,4.3559704180575,8.9937337639625,4.637763345904999,7.80726137861,4.66163474661,6.45275343196,Bimodal,0.95
Gskip,0.0,2.161648053025971,-1.348875955421975,0.20954106280193235,4.489529353767805,0.34702604338905774,11.3731618797,0.59109409496237,0.4089059050376305,1.193354331755001,6.953687554448517,1.7163475924840876,3.548788601498827,9.742246270231917,0.25,0.7407736544597501,6.594968896405,5.854195241945249,2.4908954109100003,3.29998838449,5.07176065842,Bimodal,0.95
Nusap1,0.0,2.1586004566819876,-0.12101732384060604,0.2536231884057971,3.611604879830747,0.42957334103752953,10.8827016276,0.7738244198919639,0.22617558010803795,1.244992396620091,7.658707518443225,1.5451226054626195,2.695618134946138,8.749991618139795,0.25,0.0,3.9780474354325,3.9780474354325,1.54205695227,4.03597220176,5.54960068035,Bimodal,0.95
Csad,0.0,2.3478390735513024,-0.766353640967687,0.32367149758454106,3.8958690909794305,0.204629554325233,10.1739008494,0.710448944180076,0.28955105581992674,0.8880755466571615,6.92090369955459,1.358198614022901,2.6348873079087936,8.850406904480936,0.25,0.0,5.1974899566325,5.1974899566325,1.29879353814,3.42931793078,4.77546642901,Bimodal,0.95
Dnase1l3,0.927328673840274,0.47781487227338787,39.12437936568082,0.49879227053140096,1.331031632405841,-0.003288571297940912,9.76041160713,0.9981884057971013,0.001811594202898763,0.6511632497120612,9.46113437426929,0.614756439684766,1.3310316324058409,0.6236487065851141,0.25,0.82083624539325,1.676938665165,0.8561024197717501,1.202850651235,3.45350185943,9.17757125918,Unimodal,
Tie1,0.0,2.3092864465432776,0.9000636870321466,0.46497584541062803,3.4419576392999054,0.015594637686707546,10.6088480699,0.8126500414651022,0.18734995853489497,0.6456626931046638,7.028732069506279,1.1632168358072705,1.8415304760988622,7.3708751168033,0.25,0.0,2.2397795611499998,2.2397795611499998,0.585262670535,3.54642763639,4.67396144172,Bimodal,0.95
Hltf,0.0,2.263087725562184,-1.0607454224942818,0.196256038647343,3.8413364110613935,0.7369368580371791,9.93522876368,0.6646542621983572,0.33534573780164295,1.2153810180231175,6.797888009654821,1.356264386713545,3.087450943914683,8.307478622770223,0.25,0.7590458582492501,5.9006601805675,5.14161432231825,1.9009943323199998,3.45406456237,4.93836899021,Bimodal,0.95
Gbe1,0.0,2.164058840264772,-0.6044173687687553,0.09722222222222222,3.5383413405116606,1.6161940896420475,11.1337930023,0.7313615498135736,0.26863845018642624,1.6972035576728923,7.2702418688100785,1.3030054276279468,3.19433593240636,7.409650588069912,0.25,1.2166862207275,5.332730833475,4.116044612747499,2.125892438105,4.02515698524,5.40982109814,Bimodal,0.95
Malt1,0.0,2.073196825981214,0.9184837801498036,0.38768115942028986,3.030711505435553,0.05016021535949289,9.5493360741,0.8144279446657734,0.18557205533422402,0.7831676219987157,6.563101088863542,1.1747078004467164,1.855761755139886,6.227532940027498,0.25,0.0,2.402653173125,2.402653173125,0.862514083943,3.3417906685,4.57370730029,Bimodal,0.95
Zfp866,0.0,2.33532433180454,0.9286649114755132,0.45169082125603865,3.2955879608249297,0.012948762122472646,10.9859039454,0.8212835813795045,0.178716418620502,0.6885825425948,6.946645424094902,1.0540058719066454,1.8070011282784033,6.806389714867197,0.25,0.0,2.1291497372749997,2.1291497372749997,0.6860027100885,3.57675957873,4.59415474111,Bimodal,0.95
Uap1,0.0,2.336300725109264,-1.5097557301997737,0.12258454106280194,4.7466831680861965,1.4886598804782327,10.0861715114,0.5612251294976441,0.4387748705023545,1.6254426165578815,7.41285375724288,1.5110889853764595,4.164813190355823,9.764964341028698,0.25,1.3546243255050001,7.383090042655,6.02846571715,3.3147350912349998,3.80423982178,5.37824879524,Bimodal,0.95
Galnt12,0.0,2.67979744006512,-0.7677435020466898,0.7016908212560387,2.9995764858866742,0.009286931049834746,9.66589703369,0.9122210726100494,0.0877789273899515,0.2981828562617522,7.095011657465543,0.5151089506052664,2.9995764858866742,7.8295975077347295,0.25,0.8971315859614999,5.7337486883825,4.836617102421,1.52755690427,3.55815572876,4.25104004485,Bimodal,
Sorl1,0.39513433144289867,2.108057990928936,0.15109274842779064,0.4867149758454106,2.6227171218118555,0.016213355524423934,9.20939953034,0.8754427096700159,0.12455729032998143,0.6062905437871938,6.546616280421832,0.8658692066778164,2.6227171218118555,5.842355278287031,0.25,0.92327978127025,3.6553309398750002,2.73205115860475,1.50182974154,3.41878972003,4.40095411093,Unimodal,
F830016B08Rik,0.5288209882659369,2.0786461951135413,1.4165777373469561,0.9015700483091788,2.420289315647669,-0.0025437299537702796,11.4870540539,0.9776626876191311,0.022337312380868835,0.0930890763079194,6.5907321962294985,0.21338825776348738,2.420289315647669,6.292389794674557,0.25,0.7965532863455,2.82708476941,2.0305314830645,1.35955154872,3.36680843479,3.62324131487,Unimodal,
Pon3,0.0,2.7138586397900935,-0.4854002114382374,0.35929951690821255,3.6565025087826672,0.19412369576271526,9.85391752442,0.7452059266417016,0.25479407335830995,0.7571149588398944,6.980210904771441,0.9983990779708256,2.3427229238033878,8.356683264335235,0.25,0.0,4.32097310357,4.32097310357,1.065424412785,3.52498235918,4.51632594229,Bimodal,0.95
Tmem263,0.0,2.4234287700232433,-1.3808968420207173,0.18297101449275363,4.34240861648612,0.7577251706198722,10.2383760637,0.6157748155879058,0.38422518441208975,1.2721711215642655,7.19500668088194,1.4132096101283758,3.54787370658558,9.718868429552934,0.25,0.8909168896937499,6.8230445796575,5.9321276899637505,2.282158755365,3.64266599889,5.09407925806,Bimodal,0.95
Ap3s1,0.0,2.2307986743477564,-1.4295188307778879,0.09903381642512077,5.271509445993616,7.18010160856168,10.8307277597,0.45170878061496517,0.5482912193850337,1.6084362340536817,7.337171990035878,1.6333025835414041,4.749451747235794,9.767270119927558,0.25,1.7222077871425,7.455615476455,5.7334076893125,5.504630922265,3.57023659142,5.26619542823,Bimodal,0.95
Fhl4,0.5602950972702212,2.487909901573763,0.14511295521619916,0.908816425120773,2.464456672328947,-0.0013497001765706562,9.09942623372,0.977643312065332,0.02235668793466814,0.07533744897821643,6.75703023711518,0.15764914101913702,2.464456672328947,6.956743550250704,0.25,0.7266221873385,3.397261450955,2.6706392636164997,1.07716359348,3.40060751447,3.97870426807,Unimodal,
Mterf2,0.0,2.7864594290520497,-1.0799013222871914,0.6564009661835749,3.168837988617601,0.0047323466974349415,9.88220434899,0.886686306925868,0.11331369307413347,0.3388615340622241,6.957197913381593,0.5668192887333404,3.168837988617601,7.880726652385311,0.25,0.945133230495,6.26419294516,5.319059714664999,1.63886896209,3.49512375938,4.08003007781,Bimodal,
Tm4sf1,0.12072625073059307,1.5561138195974387,11.30918204187969,0.8768115942028986,1.434477355975892,-0.0007599522967494665,9.38136729923,0.9927536231884058,0.007246376811594203,0.12482155057721535,7.285562622511667,0.15233356838257897,1.434477355975892,2.4386980960511093,0.25,0.7130378193957501,1.4406978915175,0.7276600721217499,1.013544558955,3.05901501975,4.78372845748,Unimodal,
Btnl10,0.11123040645150883,2.1514740133290697,0.5699480054755592,0.6926328502415459,2.439696856828552,0.005986173135304751,9.33223008143,0.9329011927167943,0.06709880728320662,0.3311195149925767,6.572112032161825,0.526726978210029,2.439696856828552,5.534233788672424,0.25,0.825073691801,2.76032588158,1.935252189779,1.3789810271,3.41144491974,3.94248431961,Unimodal,
Olfr558,0.7846703153463617,1.3119254342603042,79.92386379704405,0.8556763285024155,1.0396244118026359,-0.004128894969350261,9.46320161578,0.9203319261981733,0.07966807380184422,0.04372586053180108,1.378219673229081,0.07586537876364666,1.039624411802636,0.5076956511745773,0.25,0.6605643781920001,1.277340528945,0.6167761507529999,0.90849396787,0.680667469145,1.01773732434,Unimodal,
Rps27l,0.9858055732150959,0.5371112362320474,1.6534564925589237,0.0,8.390097176458907,8.326054921233107,10.1340783193,0.02295160118959931,0.9770483988104,3.828022981855029,8.497263727920824,1.6947011499460685,8.390097176458907,2.1849223064232595,0.25,7.5666364944849995,9.3303828169375,1.7637463224524996,8.426349749195,3.73340399636,5.89190191359,Unimodal,0.95
Prpf39,0.0,1.7939450888973794,-1.2817960499514955,0.030193236714975844,5.1374998372126255,7.553187750827483,10.6862298913,0.4757707516000023,0.5242292483999975,2.483651343418216,7.250136145082161,1.760747668272967,4.982382088504514,7.431742218778046,0.25,2.4603051392274997,7.4385284590625,4.978223319835,5.0684438605299995,3.72939861797,5.92492434815,Bimodal,0.95
Gm42463,0.8896993549166102,1.6983567704288123,7.256759928108183,0.7644927536231884,1.5532111133645332,0.006192485846356344,9.63800576339,0.9812612810840879,0.018738718915912077,0.2379605800695447,7.059765894212409,0.29666434126023045,1.5532111133645334,3.0566559971259974,0.25,0.67415405744525,1.507702954935,0.83354889748975,0.981221368926,3.66984890348,4.75480583013,Unimodal,
Mprip,2.271248211505039e-06,1.9374801189908435,-1.0459065553044515,0.04045893719806763,5.674066110252268,7.464970183038481,12.161018702,0.34564313110631856,0.6543568688936808,2.067891875002082,7.228084594529307,1.6043529976625954,5.444499425839887,7.631428496362886,0.25,2.8670285824425,7.6898757763650005,4.822847193922501,6.317187185905,3.5119175432,5.39389140371,Bimodal,0.95
Epdr1,0.0,2.600017823075036,-0.39040092845842933,0.24516908212560387,3.832089173859906,0.29419984779631836,10.8803280632,0.7619292383744974,0.2380707616255132,1.2150368153260849,8.261440001089396,1.3323030722968532,2.892579388481209,10.345042325517943,0.25,0.394576606533,4.0795454955725,3.6849688890395,1.63072014771,4.36649005086,5.51498787919,Bimodal,0.95
Pag1,0.0,1.6566069025076595,0.038454344147768715,0.37016908212560384,3.342022490005654,0.11197783709147435,9.908867895,0.761347013247063,0.23865298675293659,0.9276345550622873,5.860631847040917,1.6111365245323663,2.104909092437136,6.03629840069657,0.25,0.0,3.614227824465,3.614227824465,1.11474812268,2.7978147719,4.73935854809,Bimodal,0.95
Kcnj14,0.9968715645921316,1.1292372221885942,225.99916370658303,0.9504830917874396,1.2276695523796464,-0.0011222243224190964,8.32557178315,0.9787491327294809,0.021250867270518746,0.020439051881475816,1.919248552002044,0.05880854990846781,0.060790400540538046,0.1338806885727984,0.25,0.0,0.0,0.0,0.0,0.984928632104,1.18914409581,Discarded,0.95
Prr5l,0.9811748053911103,1.8205194969348508,3.981858568767116,0.7107487922705314,2.0052724328695635,-0.00816111045636747,10.7224710645,0.9622622533663078,0.03773774663369222,0.32434150043863025,7.099679070997886,0.502968308980901,2.0052724328695635,4.653673657077729,0.25,0.814914071791,1.93483137694,1.1199173051490001,1.25435518253,3.66723227958,4.33833625019,Unimodal,
Ldoc1l,0.44978888194077005,1.9680445055053992,1.2191473007348375,0.47705314009661837,2.3566810199724273,0.00854606171106076,9.41372624365,0.9001424891654061,0.09985751083459125,0.6342629219449109,6.6243583313366505,0.8327020754064107,2.3566810199724273,5.116104190499914,0.25,0.8935089266755001,2.4929434517874998,1.5994345251119997,1.393258188735,3.45947413524,4.34694405544,Unimodal,
Dgka,0.00046224579137965627,2.503113651333827,-0.974195884165173,0.5320048309178744,3.294195492607533,0.004464331747283112,10.153066128,0.8345949234549355,0.16540507654506323,0.49325620907660744,6.83170354923549,0.8851751412325463,3.2941954926075327,7.9793814935610285,0.25,1.0141533115349999,5.866702745715,4.85254943418,1.73508628424,3.41593163836,4.30748988796,Bimodal,
Hdac6,5.1942831314044646e-05,2.513013885425635,-0.9732052975498626,0.5458937198067633,3.2642498347867517,-0.0006500631908409327,9.80618716772,0.8413462181283154,0.15865378187168214,0.4749188322367349,6.82457848721073,0.8521897266370194,3.2642498347867512,7.9218590281268755,0.25,0.99296182649775,5.866221112362499,4.87325928586475,1.756059855425,3.32209014592,4.3029842523,Bimodal,
Rrm1,0.0,2.08062019035386,-1.3453333506200333,0.018115942028985508,6.383180706563382,9.089937492329915,12.12512599,0.44740267750250595,0.5525973224974935,3.0780066430804576,8.849907088466255,1.9026521727888934,6.267543374922742,10.145322494585205,0.25,3.2171599302250002,9.087972121635001,5.8708121914100015,7.04573995672,4.92487859427,6.86648716424,Bimodal,0.95
Map3k19,0.9916111061051108,1.448592686167169,8.35021173825988,0.9166666666666666,1.542973787733442,0.00012470785521395689,8.89002513448,0.9927536586878637,0.00724634131213634,0.08296348496159371,6.37823195924552,0.13586144156620458,1.542973787733442,2.8900425193036403,0.25,0.6629995662822501,1.50618432925,0.8431847629677498,1.026106586405,3.04186377488,3.54739806863,Unimodal,
Nup93,0.0,2.4213733010289205,-1.4823640064690407,0.1213768115942029,4.662263031303312,1.4587276515562433,10.157392653,0.586861639078888,0.41313836092111167,1.6246602450511767,7.607431148213539,1.4801730454147912,4.096372409750193,10.164637706495192,0.25,1.3240722468400001,7.4535695057325,6.1294972588925,3.0436667442200003,3.95833984335,5.43916867628,Bimodal,0.95
Krt18,0.0,2.6997680008617326,-0.9062642598114943,0.31219806763285024,3.906982475326216,0.26061183093025964,11.126177842,0.7053197415850102,0.2946802584149855,0.8486478466652909,7.0878925774727355,1.1100645470989243,2.6872300962539613,9.206604014985926,0.25,0.0,5.858210047145,5.858210047145,1.27866724222,3.59734671822,4.64984541785,Bimodal,0.95
Pomt2,0.8171639200387657,2.0128891966106566,-0.3303880920332607,0.46256038647342995,2.890435243073089,0.016087993912274334,9.39523277707,0.8420403413449582,0.15795965865503783,0.6566399197986115,6.334003923988101,1.0581148928795427,2.890435243073089,6.088193938172926,0.25,1.0361251634025,4.4602406626475,3.4241154992450005,1.71421880132,3.2549630385,4.35523395432,Unimodal,
Eef1e1,0.0,2.1185146370518964,-0.9992967831760287,0.028985507246376812,6.143587903126721,7.631288692862233,10.6852672003,0.32919303068213124,0.6708069693178683,2.2920852109425844,7.76821746436081,1.475479285545801,5.965512891441889,8.102476963567577,0.25,3.15294536793,8.1445593708975,4.9916140029675,6.988482595455,4.03880038128,5.66662531537,Bimodal,0.95
Rap1b,0.5912718397330197,1.793052727724365,0.016488096439175592,0.004227053140096618,7.445735077441615,8.834313363691995,13.2104652114,0.22505847012735786,0.7749415298726401,3.339348301971915,8.597697610338416,1.4999508951704752,7.4142615596021875,6.3261702990198465,0.25,6.16618191684,9.13896672622,2.9727848093799993,8.294863638515,4.71976628821,6.46286027342,Unimodal,0.95
Txnrd2,0.0,2.3733526685329434,-1.3343092830677006,0.1751207729468599,4.473105258205262,1.0969817040487517,10.8792846735,0.6282120902965173,0.3717879097034875,1.3986406881749363,7.561108213189391,1.57465815358495,3.6897716079156933,10.450707964640152,0.25,0.9415499403930001,7.1858013758425,6.2442514354495,2.39591184711,3.85241528929,5.37034017608,Bimodal,0.95
Nfe2l2,0.0,2.1057201499972744,-1.100292228123603,0.007246376811594203,6.314432743877599,8.31552572575836,10.8740038446,0.35441517447048243,0.645584825529518,2.951171778683829,8.089929808597411,1.3626384919479806,6.268675984863993,7.409129824918386,0.25,3.6059587065525003,8.49503727377,4.8890785672175,7.287228142315,4.57146482046,6.21992708332,Bimodal,0.95
Tbc1d4,0.057073917975759,2.2898359385396403,-0.899129899717984,0.4885265700483092,3.2082904933288714,0.017811047406740776,10.1164529291,0.8137495551762373,0.1862504448237665,0.5560232932540966,6.381147902630482,0.9808210738878427,3.2082904933288714,6.9522264704221906,0.25,1.0389392291,5.5599802864650005,4.521041057365,1.92614400392,3.20700216274,4.22624378869,Unimodal,
Atp7b,0.0,2.375305224995278,0.8512705943651437,0.358695652173913,3.143556291890236,0.04108560284282636,9.79581409488,0.8266840148809828,0.17331598511900972,0.8824506659889945,7.4226763171770385,1.0862374633273209,2.01597631762526,7.219230041952201,0.25,0.0,2.302955354,2.302955354,1.055843870825,3.89414715764,4.92602164694,Bimodal,0.95
Dym,0.00016761432646239527,1.6492863610891235,-1.0953482952384255,0.034420289855072464,5.454322744378165,7.89749489312268,12.2453782001,0.37826962863292074,0.6217303713670805,2.355163752493716,7.037932612020585,1.8959062762723844,5.266583374553554,7.057308863696529,0.25,2.8162228396474998,7.6199708500725,4.803748010425,5.7137049790550005,3.29641362654,5.70008578163,Bimodal,0.95
Anxa2,0.0,2.625997197569539,-1.390624764551018,0.10144927536231885,4.413877794473063,1.4881791459179394,12.1154873283,0.6184751400559447,0.3815248599440555,1.6126687452600241,7.781137939563654,1.302001165560172,3.9660930906859404,10.286632326297273,0.25,1.278600009225,7.4020856090975,6.1234855998725,2.5733729912100003,4.14367145236,5.47514304658,Bimodal,0.95
D130040H23Rik,0.13927493475417807,2.4995807305601137,0.0669210255652617,0.8605072463768116,2.49990166480348,0.009365405674219507,9.12600499893,0.9661239367710936,0.03387606322890651,0.12584995904569188,6.704778757795973,0.2267262545084912,2.4999016648034806,6.430559917244796,0.25,0.761582296901,2.9661309942200003,2.2045486973190003,1.34903893824,3.17433636827,3.99428775506,Unimodal,
Gypa,0.0,2.353208894408962,0.7559558410156333,0.3605072463768116,3.5681058647799584,0.04579489415536586,11.4520554535,0.8246109146238185,0.17538908537618123,1.0012998031388494,8.30208501905987,1.3920980454934975,2.2817778446871837,9.106468260690276,0.25,0.0,2.698322753235,2.698322753235,1.139618634345,4.36292464857,5.53285401845,Bimodal,0.95
LOC108167848,0.9764741342044876,1.9515146919313866,2.56028487404177,0.625,2.1297930673346444,0.004027697597451474,10.0111210831,0.9401682550232818,0.059831744976719545,0.4133197026577186,6.853925734501051,0.6126988576432859,2.129793067334644,5.029372766000718,0.25,0.812068366995,2.03739534508,1.2253269780850002,1.22833660487,3.49412843071,4.23848479466,Unimodal,
Sgcb,0.0,2.8004657790005476,-1.054330949730269,0.48007246376811596,3.2422889240486983,0.015562158717521757,9.64775926431,0.8281498290708431,0.17185017092915633,0.5586543893981875,7.11727982771104,0.7805918330491156,3.242288924048698,8.238663991874548,0.25,0.99121617078,6.29948795114,5.30827178036,1.68738260143,3.67426506237,4.37874351068,Bimodal,
Tmsb4x,0.7225285307800493,1.7973652449644097,1.3382933754438167,0.0,9.107893102644553,10.003114605766855,12.99518815765,0.17159140494303735,0.8284085950569647,4.8178684200961035,9.996502137981942,1.1800430093494452,9.107893102644553,4.9952141377406045,0.25,8.7884446011725,10.43509466105,1.6466500598774996,9.797175096305,6.34528844048,7.73271207853,Unimodal,0.95
Dusp6,0.0,2.3852539225035456,-1.0203788914945784,0.14794685990338163,3.9337285372792086,1.2378015934859181,10.9748154565,0.6883026247468841,0.3116973752531106,1.4556897532231416,7.538692530239219,1.3953378108246108,3.351745752476427,9.33966326062925,0.25,0.962263292877,6.511921996382499,5.549658703505499,2.08546183091,3.98701247931,5.37489361135,Bimodal,0.95
2810021J22Rik,0.081676215712577,2.3285342656358505,0.1092037583648886,0.8109903381642513,2.4913842347503996,0.0031193164409694107,9.69427608782,0.9536876931784285,0.04631230682157167,0.17508319092682867,6.562424290689851,0.33233611914798633,2.491384234750399,6.278188334690562,0.25,0.797420952419,3.45924048924,2.661819536821,1.22885204746,3.32056834461,3.75909267547,Unimodal,
Pigo,0.0,2.02747862971554,0.42801989333434376,0.2922705314009662,3.0397465476870527,0.13717142073709176,10.210642233,0.8092140753141845,0.19078592468581565,1.0532193611785348,6.808879006931255,1.2441919810165356,2.1513182088703053,6.362496213507134,0.25,0.0,2.8888736097725003,2.8888736097725003,1.25425506517,3.60290081589,4.88984710334,Bimodal,0.95
F630028O10Rik,0.0,2.1673684723243785,-0.3507904179313375,0.16002415458937197,3.8432415462932648,1.4049423621601695,11.9103470449,0.7393505084628783,0.2606494915371165,1.5345265356579538,8.032538564451063,1.732218915271197,3.228230066964934,9.875256502095365,0.25,0.9412281132475001,5.5457936614675,4.60456554822,2.0314081830150004,4.25244178781,5.852428953,Bimodal,0.95
Slc6a15,0.9701716783506427,1.886870550595185,3.294041036288781,0.6823671497584541,2.014219196867949,-0.00825107988848961,9.66099600746,0.9568420807274369,0.04315791927256388,0.35499757373011703,6.953661633128559,0.5050432723141584,2.014219196867949,4.4910677712858975,0.25,0.8108884145222499,1.91575957727,1.10487116274775,1.25472480233,3.39977025843,4.21361900905,Unimodal,
Elovl5,0.0,1.8277887276027889,-1.2951005030043627,0.019927536231884056,5.480884106198595,8.277345946598622,11.2184257884,0.47344696414316156,0.526553035856838,2.834709105784845,7.652750805376307,1.7322181182879333,5.3716635895895655,7.523775901263263,0.25,2.8148776956274997,7.9338002946324995,5.118922599005,5.532393260725,4.11381582359,6.26746372676,Bimodal,0.95
Zfp39,0.0,2.3869118193935175,0.10938645763179133,0.4353864734299517,3.554968055628016,0.06249091171043841,10.375453178,0.7839109825087152,0.21608901749127288,0.6926511302543835,6.775940025446457,1.1002809074216213,2.0071830507320017,7.373416718011175,0.25,0.0,2.9360906780925,2.9360906780925,0.8060683423725,3.40463373857,4.54384792318,Bimodal,0.95
