,Dip,BI,Kurtosis,DropOutRate,MeanNZ,DenPeak,Amplitude,gaussian_prob1,gaussian_prob2,gaussian_mean1,gaussian_mean2,gaussian_variance,mean,variance,unimodal_margin_quantile,unimodal_low_quantile,unimodal_high_quantile,IQR,q50,bim_thresh_down,bim_thresh_up,Category
Ralgps1,0.007842429681931717,2.39965040433189,-0.10093700812765372,0.6455314009661836,2.5944491838127837,-0.008697043820102779,9.55356932628,0.9099907643328424,0.09000923566715871,0.3573243655007175,6.604754396228122,0.5551762880402651,2.5944491838127837,6.2504971335121855,0.25,0.890286995618,3.8122248835,2.9219378878819997,1.36571201857,3.33905584774,4.01851815637,Bimodal
Mcm2,0.0,2.2489883477077024,-1.2701207955073166,0.013888888888888888,6.737972805281167,9.082855763848567,11.5940244415,0.3709660279758866,0.6290339720241142,3.01659326344783,8.783843916907527,1.5345162225951063,6.737972805281167,8.801780783991534,0.25,3.63198950467,9.23829157713,5.606302072459999,7.87749855053,4.97139889593,6.56675072957,Bimodal
Pdia4,0.0,2.2520293790870736,-1.2615034576566164,0.006038647342995169,6.2814428687777575,8.383876008941623,10.8912268442,0.3654524063611106,0.6345475936388897,2.963747097855021,8.132412751166862,1.2215290599525936,6.281442868777757,7.227866155366184,0.25,3.4858194846100004,8.51225113842,5.02643165381,7.31747519126,4.70591725008,6.14086707418,Bimodal
Rora,0.0669345738315813,1.9508081312000587,3.284038956693732,0.33816425120772947,2.178492078936281,0.02446887170795775,12.4718721236,0.9140617898224399,0.08593821017756013,0.8859370269678162,7.35415306479907,0.8635784149366212,2.178492078936281,4.669916654750967,0.25,0.925152548784,2.1475876460975,1.2224350973135,1.436807432585,4.02554360181,4.90121995379,Unimodal
Gm15915,0.0,2.5654826845647456,-1.003803151291455,0.1527777777777778,4.084585414462834,1.6380311282064608,11.7202703719,0.7365215633367985,0.26347843666320625,1.6044413021515285,8.649079387349877,1.4632203797843761,4.084585414462834,10.552805193854887,0.25,1.5712144267850001,7.51624117928,5.945026752495,2.54044118441,4.66875046083,5.96836142795,Bimodal
Rpl41,0.9899911965439419,0.9756420347210528,-0.10995703252329037,0.0,10.446683491020103,10.297087679512956,5.038934287429999,0.8062426798197364,0.1937573201802641,10.161435747963647,11.633626542051164,0.3556895389966227,10.446683491020103,0.6946818593161718,0.25,9.876168756917501,10.896407502475,1.0202387455574993,10.36868235495,10.5269133382,11.9533600824,Unimodal
Il20ra,0.6161538556209918,2.5265984696034294,0.21018138130419173,0.9329710144927537,2.545283567651748,-0.011264641304409295,9.78894262404,0.9824879227130985,0.01751207728690153,0.05583711147094954,6.609637783813605,0.11576542898249231,2.545283567651748,6.76911112137595,0.25,0.8280106942955,3.79955664321,2.9715459489144997,1.22885204746,2.94513268174,3.72476444088,Unimodal
Lsp1,0.0,2.7126915751228053,-1.497597810397459,0.027777777777777776,6.177085451582598,8.988851236805752,13.3255330951,0.41243223806072227,0.5875677619392778,2.094398085325599,8.750824650254778,1.45912338328016,6.177085451582598,11.492074199189496,0.25,2.457032171515,9.103835423475001,6.6468032519600015,7.69497236432,4.66824770715,6.02411223824,Bimodal
Zfp575,0.7520070708351296,1.9110254210116124,2.4487181743684125,0.9021739130434783,1.912132507514821,-0.0042095429611699875,9.55176697627,0.9800331776938161,0.019966822306183747,0.08400190314452524,5.245290776642214,0.14273587336828267,1.912132507514821,3.5107537944739367,0.25,0.8049055841197501,2.0291118114675,1.22420622734775,1.10789475856,2.40954274974,2.88899770647,Unimodal
Rab18,0.0,2.231867458035067,-1.152042418471895,0.01570048309178744,6.313883608288078,8.445170589439961,10.8362703838,0.34142101569838035,0.65857898430162,2.543802956238951,8.117849071765214,1.4024985886185735,6.313883608288078,7.90142269284563,0.25,3.5293172145575,8.5694699117875,5.040152697230001,7.4433010538049995,4.39502208333,5.91677919217,Bimodal
Kbtbd7,0.04983004172869432,2.1371069082297462,-0.22095214096221305,0.571256038647343,2.928988325631092,-0.0005564494129407516,10.9100511713,0.8834072126017265,0.11659278739826043,0.5134817330365344,6.880121908767568,0.9141148000931,2.9289883256310913,6.9787893462167006,0.25,0.98865992819125,4.46492283794,3.4762629097487494,1.6714715553250001,3.5537141794,4.49163180292,Bimodal
Nek1,0.0,2.2922379770405317,-1.0020917425267741,0.30434782608695654,3.3395805510260956,0.2188935907035514,10.1531838155,0.7684240351477516,0.23157596485225324,0.9618001553990331,6.840589501040148,1.1704444658075086,3.3395805510260956,7.134902838162987,0.25,1.1725364028724998,6.0009481514525005,4.828411748580001,2.061152940445,3.53245155367,4.7304121416,Bimodal
Lrrn4,0.9090368748769151,2.2344344080737906,0.6343980551578849,0.8152173913043478,2.3955592260672516,0.008334371992364864,10.6069384397,0.9529376126433041,0.04706238735669596,0.15818842146238743,6.2027024716996415,0.3281904844615471,2.3955592260672516,5.984834494714651,0.25,0.75237539494625,3.462886977155,2.71051158220875,1.2481366278100001,3.17721252842,3.5218836635,Unimodal
Gm2a,0.0004074997074986486,1.8281193520402081,-0.47001778579839115,0.010869565217391304,6.839313611563259,8.654164356455677,11.8717447898,0.24315480188304797,0.7568451981169507,2.5022491496399057,8.134476330556222,1.7467918084961567,6.839313611563259,7.163889407069866,0.25,5.42507821349,8.8510848342925,3.4260066208025,7.722917477435,4.03690764779,5.88361749,Bimodal
Msantd4,0.0003891401136696393,1.9857395208965722,-1.0085560705471726,0.33997584541062803,3.6618116853833103,0.18579363971652096,10.9919706708,0.771066760250838,0.22893323974915344,1.0361703874457517,7.067246416325327,1.6283429706656063,3.6618116853833103,7.643557007454821,0.25,1.28479908972,6.17925851268,4.89445942296,2.63195228668,3.5728213457,5.18520447106,Bimodal
Hey2,0.9746594722079353,1.034021548345643,34.50071575883056,0.9371980676328503,1.0935513912048462,0.00801546232710132,8.79600496752,0.972585069299764,0.027414930700260878,0.023944906431973376,1.655619068499056,0.06639302324108828,1.0935513912048462,1.0771242686800033,0.25,0.6416953491037499,1.2365420253475001,0.5948466762437502,0.8962369124545,0.819808634161,1.10510631463,Unimodal
Clic5,0.4538833497748417,2.306992850406262,0.6742540681865092,0.8134057971014492,2.4391659288124723,0.007052879491588948,9.41744291273,0.9592617246201265,0.04073827537987321,0.18025097429704828,6.9277935583609915,0.334301655004071,2.4391659288124723,6.508545338153441,0.25,0.829199571325,2.55753891122,1.728339339895,1.27687444945,3.54649095874,3.95145014446,Unimodal
Gm37109,0.9808094740660179,1.340650977430339,16.352322539491063,0.8242753623188406,1.2668015748514159,0.009632549360476361,9.04895555563,0.9927536231884058,0.007246376811594218,0.17141981944008028,7.235422926855824,0.19972512391316408,1.2668015748514159,1.863023061432112,0.25,0.6505731452350001,1.3514827121650002,0.7009095669300001,0.946344022875,2.95471512119,5.00366604674,Unimodal
Tm7sf3,0.0,2.324295615581019,-1.561807389170524,0.08393719806763285,5.065999500791839,7.909293610806802,10.432035032,0.5215279910278781,0.478472008972122,1.8936967556211022,7.635050252064191,1.5225796024382452,5.065999500791839,8.492692181807863,0.25,2.16969813444,7.78973699666,5.62003886222,5.2779635525,4.00295116115,5.57661528864,Bimodal
Smarca1,0.914987966007053,1.0899711444504876,22.94171084269707,0.768719806763285,1.2619064050993603,0.010573051997300797,9.23137481455,0.9939613685092247,0.0060386314907753145,0.2460706960208086,7.827798653283784,0.29041191190618093,1.2619064050993603,1.527327892541314,0.25,0.6665927789925,1.431830699865,0.7652379208724999,0.980841051088,3.45959760644,4.63643822923,Unimodal
Ccdc149,0.9056810119152436,1.8924270140567558,3.0513298553997172,0.6908212560386473,1.8760427247368907,0.0011582073211243715,9.24215698201,0.9548206259250529,0.04517937407494734,0.31113643458417206,6.262881100673301,0.42668984485786815,1.8760427247368907,3.8987541127248773,0.25,0.7638817628695,1.8804243956825,1.116542632813,1.077908806635,3.04475971114,3.85739939053,Unimodal
Uvssa,0.0,2.296064856458272,-1.128874043048408,0.2693236714975845,3.4799329572879927,0.3086201340831385,10.2808237329,0.732565778719995,0.2674342212800034,1.0081142661576172,6.746311730802252,1.2236191982870255,3.4799329572879927,7.247690650566054,0.25,1.21322608114,6.162858289935,4.949632208795,2.193664740245,3.43139005015,4.72246129243,Bimodal
Clcf1,0.0,2.464299874878329,-0.7641382521404458,0.5090579710144928,3.010620319692556,0.0022155303393420755,9.3614152442,0.8543116898425924,0.14568831015740483,0.5608823993685185,6.8562237887732405,0.812255232555142,3.010620319692556,7.096495485419305,0.25,0.986989067781,5.33710516911,4.350116101329,1.64828495639,3.47147913048,4.34127051011,Bimodal
Prim2,0.0,2.3980272319377907,-1.581617820706692,0.09842995169082126,4.863493509950371,1.790920915122834,10.3719523157,0.5321583607563876,0.4678416392436122,1.7107133732479587,7.426465202847195,1.4144196109561844,4.863493509950371,8.267830190553529,0.25,2.03095302118,7.57784789849,5.54689487731,5.20725055306,3.82356592739,5.34150578954,Bimodal
Slc5a11,0.3572977060822117,2.2821192627634224,3.703840925539258,0.9003623188405797,1.7153362430877819,0.0005857239169180239,8.71566871607,0.9885265700483089,0.011473429951691016,0.0881702730431478,7.299775954623617,0.11325799951464745,1.7153362430877819,4.434370065247939,0.25,0.654202676074,1.57074321621,0.916540540136,0.921965262251,3.3122392767,5.2383366182,Unimodal
Gm17590,0.995188025215703,1.7309617588869273,1.4252000899185093,0.7964975845410628,2.7727233917448277,-0.0051556187489023575,11.0313521324,0.9360757155837011,0.06392428441627683,0.21743910447397663,5.642870242460855,0.5878552730297587,2.7727233917448277,5.436525950559514,0.25,1.07965302499,3.86804143663,2.7883884116399997,1.93932695877,2.8660475845,3.54323502942,Unimodal
Gm5113,0.5415995501774196,2.2832948843961383,0.7520706958559504,0.8429951690821256,2.3612546299522,0.01511820306115863,9.83342939083,0.9643208812965448,0.035679118703454984,0.14412313507893945,6.49532397986916,0.26620939328373,2.3612546299522,5.857574581597898,0.25,0.84013294682175,2.4706078146775,1.63047486785575,1.253955015975,3.24136178323,3.98988925624,Unimodal
Lrch1,0.0010372074933379105,2.2405644936061795,-1.1507874294652136,0.4148550724637681,3.537114795239256,0.0982378210785384,9.70850595556,0.7561936701002913,0.2438063298997097,0.6945396248124261,6.335021380560384,1.1684106677402994,3.537114795239256,6.837654384093228,0.25,1.20967037429,5.91581497597,4.70614460168,2.4888355813,3.08291111558,4.37085692984,Bimodal
Ahr,0.5502750824875424,2.1122467949570267,1.5465616564112796,0.7083333333333334,2.1729335565762775,0.00690448230484636,9.5295696592,0.9402152627537904,0.059784737246209974,0.2807066762128643,6.186321175576833,0.43939841948380653,2.1729335565762775,4.893564956960168,0.25,0.7946166268470001,2.084198207755,1.289581580908,1.23893518893,3.03339465923,3.6777750887,Unimodal
Gusb,0.0,2.3613556141259857,-1.3197613833097344,0.028985507246376812,5.979900019766731,8.208414404366634,11.0778709224,0.38650162852539177,0.6134983714746094,2.336248653081584,7.992858503549973,1.3606749893003631,5.979900019766731,8.183488230690813,0.25,3.002519354985,8.36577274341,5.363253388425,7.177474636115,4.32607758185,5.78106005059,Bimodal
Smim5,0.0,2.6613350487902148,-1.619753998739609,0.22342995169082125,4.531160913208347,0.4054072399466482,10.0434097333,0.6089511883416749,0.39104881165832883,1.0993686008494752,7.286307868501021,1.2869629716274131,4.531160913208347,8.814501230909096,0.25,1.5293855881925,7.382968319895,5.853582731702501,4.346089014975,3.63145316895,4.89631062761,Bimodal
Tcirg1,0.0,2.395717946852888,-1.5793443697394134,0.10205314009661835,4.964655373211564,1.537337042770491,11.0000552286,0.529165339549924,0.4708346604500762,1.6590278271458483,7.603723727520659,1.534079017801493,4.964655373211564,9.00457061903138,0.25,1.930176944795,7.86528426852,5.935107323725,5.22754045752,3.89809779684,5.44962608491,Bimodal
Pcmtd1,0.026035043610767472,2.0284148692304678,-1.29296121915325,0.28804347826086957,4.036692699026663,0.18947665490203702,10.0661148224,0.6718199678580191,0.32818003214198593,1.0491357053018255,6.609540999056683,1.656778256871585,4.036692699026664,7.21424538157764,0.25,1.522094001475,6.44120372415,4.9191097226750005,3.48031140687,3.16070111254,4.92238029117,Bimodal
Rad21,0.0,2.1614933705534543,-1.4645449844691174,0.04891304347826087,5.40971059800962,8.098231875782137,10.3584705881,0.4584424342991063,0.5415575657008938,2.2120914175146265,7.62797692363581,1.5586929492705983,5.409710598009621,7.869227068308283,0.25,2.6138414716850003,7.98865964428,5.374818172595,6.14978841466,4.02360960071,5.72648718629,Bimodal
Gm37893,0.9658887043279116,1.8445371633698542,4.998334143856532,0.8743961352657005,1.7226704743771155,0.004844021031724766,10.5256000201,0.9824879272894764,0.017512072710523716,0.11298618727567965,6.0167923031345465,0.17626014700247267,1.7226704743771153,3.6002369605992164,0.25,0.7335837880865,1.608133086805,0.8745492987184998,1.0443038637450002,2.50074595375,3.55377533254,Unimodal
Redrum,0.0009649255649933908,2.723588573262551,-0.5720376316599185,0.8967391304347826,2.716138693566275,0.0021757552405176073,9.73354627339,0.9709829341692051,0.029017065830794907,0.0901457797712227,6.649219143563173,0.163405647466815,2.716138693566275,6.74483205234392,0.25,0.8543053732370001,5.09400036462,4.239694991383001,1.34903893824,2.92632328335,3.98312054123,Bimodal
Runx2,0.0,2.0483447770985705,-1.2956802347980487,0.04710144927536232,4.247429338393733,1.8043270065458472,10.5924213819,0.6127990371040984,0.3872009628959007,2.0659568438510636,7.183228252967724,1.4808984836857995,4.247429338393733,7.229496837258612,0.25,1.8638574937975,6.85973889863,4.9958814048325,3.425509781145,3.90062512347,5.61847296325,Bimodal
Dut,0.011429055493175189,1.4757612574243673,-0.5134282344154242,0.0012077294685990338,7.581699999485199,8.923258491383576,11.8993356903,0.2345247849215187,0.7654752150784804,3.66160886899351,8.7707677430392,2.1517236117922445,7.5816999994852,6.7808457560345365,0.25,6.212004811417501,9.5558809040125,3.343876092595,8.083929451465,4.4704297993,6.96496098193,Unimodal
Cdt1,0.0,2.4625606153134862,-1.5952304085595324,0.08756038647342995,5.389700263886493,8.272305481929749,11.1075275306,0.5089528925433772,0.4910471074566221,1.8946098793887962,8.051180400849214,1.562084785545818,5.389700263886493,9.55662148881363,0.25,2.27592015826,8.27919337023,6.003273211970001,6.02944212809,4.22485236068,5.7488267902,Bimodal
Nudt4,0.0,2.371919098231456,-1.4964589914034043,0.23973429951690822,4.203008638645708,0.32150160022212937,10.102226325,0.6488884853499,0.3511115146501066,1.1244206139648272,7.022782263811114,1.4088935807062366,4.203008638645708,8.050455429588142,0.25,1.541062744425,7.003076652475,5.46201390805,3.4293623197,3.49412843071,4.95810483829,Bimodal
Ccl3,0.0,2.3465859629056727,-0.9532619106138562,0.40096618357487923,3.8756738376751723,0.12419241082285581,13.4916152058,0.7617448646165369,0.2382551353834487,0.7576643220722711,7.322036441952062,1.4202514882077222,3.8756738376751723,9.41284029440529,0.25,1.2263639149449999,6.643773079625,5.41740916468,2.420316459345,3.61868813459,4.98470959866,Bimodal
Ints6l,0.0,2.1939092812211403,-1.440629058714475,0.18115942028985507,4.283938539865738,0.6046476921179056,10.7774876059,0.6224425449741127,0.3775574550258868,1.3523081315593892,7.061517570210555,1.5914644401919633,4.283938539865737,7.9795906145090125,0.25,1.5944066536325001,7.02704536034,5.4326387067074995,3.64616504996,3.49551871521,5.17838249476,Bimodal
Fcgrt,0.0,2.9937031012861164,-1.2738405523009333,0.6364734299516909,3.3696806734272493,0.0012685377088708094,9.49216947743,0.8717256497008952,0.12827435029910517,0.34997064734345784,7.1712705251860696,0.5805457884533645,3.3696806734272493,8.69700962359941,0.25,0.9462919056632499,6.7088713775675,5.7625794719042505,1.767850062665,3.57023659142,4.40154248308,Bimodal
Usp42,0.009189716876533138,1.843446442561443,-0.97936201029894,0.3103864734299517,3.5782130872763362,0.1549007687274484,10.1907615306,0.7531846824232767,0.2468153175767342,1.1246682951438325,6.565642801818779,1.6194439482333602,3.5782130872763362,6.360174246829082,0.25,1.405029952615,5.8047492598175,4.3997193072025,2.7263898962299997,3.29845565159,5.0694101103,Bimodal
Haao,0.0,2.569796781876359,-1.3002287795754035,0.483695652173913,3.5138142905940857,0.017738481517932003,9.67802898571,0.799095828630616,0.20090417136937552,0.5649450845152865,6.78309626901732,0.9399674395181665,3.5138142905940852,7.880419345508442,0.25,1.0739548330700002,6.4128757989250005,5.338920965855,2.06577816898,3.42837705756,4.33845366107,Bimodal
Zfp110,0.0,2.4948224857743813,-1.5128442059938763,0.23369565217391305,4.179450434957306,0.42024349074016354,10.9242876169,0.6596716561624605,0.3403283438375329,1.115464583179191,7.248560737076548,1.3567698756138689,4.179450434957306,8.715320305245225,0.25,1.41645060392,7.18175003533,5.76529943141,3.12134367848,3.67143387269,4.99277610599,Bimodal
Sh3pxd2b,0.940253255136822,2.033272019350742,1.452661618658266,0.7952898550724637,2.1855946197728318,0.00771901955911769,8.92415499757,0.9602080678734073,0.03979193212659276,0.20345514391367037,6.3343021376396536,0.3473844424678721,2.1855946197728318,4.928089154314466,0.25,0.817964602208,2.202699120225,1.384734518017,1.22885204746,3.15963296791,3.66433937726,Unimodal
Abtb1,0.0,2.47580389625511,-1.5258053296887728,0.2777777777777778,4.1223869811517435,0.32019546746741145,10.5376049567,0.6732581794703726,0.3267418205296353,0.9817102372007839,7.089190589583729,1.3386838863197248,4.1223869811517435,8.501699162329935,0.25,1.3120220683225,7.105601872945,5.7935798046224996,3.225326013565,3.54660399536,4.84237469832,Bimodal
Fzd4,0.4332447576239411,1.5294913138676605,7.41834026274134,0.8713768115942029,1.5473279834991973,0.007107662630145728,8.92216554009,0.9891455978290685,0.01085440217093134,0.1279035436390088,6.67996546176383,0.19702806277950125,1.547327983499197,3.043302792669878,0.25,0.659393720009,1.54487513264,0.8854814126310001,0.948720551533,3.40060751447,3.63198950467,Unimodal
Gm43462,0.9937461173196895,1.5944560675510717,2.5666055616862424,0.5573671497584541,2.0600204703049867,0.0073841502116842594,10.382532915,0.9062791218724634,0.09372087812751449,0.48348495645519524,5.053947637022929,0.6979005546986846,2.0600204703049863,3.22424806045338,0.25,0.865965984893,2.49842518812,1.632459203227,1.32910671118,2.59307515371,3.57207536635,Unimodal
Bbs1,0.9967250641965708,1.3826382295082722,7.210238517080603,0.6044685990338164,1.6005485091007772,0.005900912092504651,10.0451679825,0.9633664075773913,0.036633592422608274,0.4389998883361469,5.7365230890106185,0.5180833327866073,1.6005485091007772,2.2688126424426165,0.25,0.784833720239,1.67503530676,0.8902015865209999,1.12190140886,3.08854211194,3.71513571228,Unimodal
Kctd9,0.2577637103570726,2.1320248585682737,-0.5926049950725338,0.39070048309178745,3.039673180132136,0.04800583756776855,9.71555663314,0.8112990466993626,0.1887009533006335,0.7672250111009151,6.516249433802695,1.1131631956319523,3.039673180132136,6.527985846338051,0.25,1.07275168385,5.03777980624,3.9650281223899997,1.80082338273,3.34115910086,4.50145105442,Unimodal
Ppp2r1b,0.0,2.2060518730635357,-1.4808693259583139,0.06521739130434782,4.794579304496594,1.811388894467147,11.1644620489,0.5764537248958044,0.4235462751041951,2.0436688183427685,7.80034919739445,1.662562998475883,4.794579304496594,8.940749517395135,0.25,1.9734819100675,7.7158984981000005,5.7424165880325,4.174698657835,4.14833232838,5.88275009658,Bimodal
Tmem176a,0.0,2.5776162829105407,-1.4093296063696075,0.03864734299516908,5.90871734748329,8.391064056127497,12.4348202587,0.40453187054791384,0.5954681294520865,1.9728720133743192,8.199047562904857,1.405456650937038,5.908717347483291,9.83224069316788,0.25,2.4857864695125,8.5397556835575,6.053969214045,7.250169414455,4.32749382742,5.67374636936,Bimodal
Klhl22,0.0,2.4148482432265896,-1.3434659812482754,0.14855072463768115,3.9681734656757928,1.2812204652854864,10.0548817825,0.6771587700775711,0.3228412299224323,1.419609798271309,7.487882503281826,1.3804795983509013,3.9681734656757928,8.743159322851616,0.25,1.4290310110375,7.0715112661175,5.64248025508,2.5677308925549998,3.9399375013,5.29332146456,Bimodal
L2hgdh,0.0,2.5021404088389065,-1.2997382942326827,0.28804347826086957,3.6880592745546377,0.29317127805130094,9.62990472019,0.7329450426505403,0.2670549573494556,0.9754296475174504,7.155087280319599,1.1939263365471184,3.6880592745546377,8.26505845698323,0.25,1.238316563575,6.7163455639950005,5.47802900042,2.21292578224,3.68259537228,4.83874576656,Bimodal
Net1,4.250674402428434e-05,1.8798639350154804,-1.2286546715759803,0.18115942028985507,4.046791328569891,0.45902773657200213,10.3162871408,0.651272983009415,0.34872701699058906,1.4578147067106841,6.779634239814285,1.8201874335428483,4.046791328569892,7.116794457192304,0.25,1.6101917427825,6.6201873443975,5.0099956016150005,3.378852389665,3.31175173954,5.35574086333,Bimodal
Hacd3,0.0,2.2497930562428197,-1.5462185553455945,0.09842995169082126,4.853907165377519,1.7177390309876146,10.2441413434,0.5511682933986758,0.44883170660132493,1.7934529572860518,7.547690731280252,1.6182969608166509,4.853907165377519,8.56706060755711,0.25,2.04887632458,7.77014081082,5.72126448624,4.69943406174,3.88733995334,5.55601626503,Bimodal
Mpeg1,0.0194629423860736,2.4024008306413154,-0.06214268216847696,0.6865942028985508,2.842674020450129,0.005260753368845739,10.6944583497,0.9170173511425035,0.08298264885749677,0.3299909160082648,7.089471469994153,0.6024216261565147,2.8426740204501293,7.482272613460551,0.25,0.9120340751045,4.497843829875,3.5858097547705006,1.50319306971,3.55772228337,4.19261308159,Bimodal
Nfil3,0.04532681096592095,2.3959666437285145,0.12966067006729887,0.7747584541062802,2.7128268491102734,0.010377067139153429,10.7279157715,0.942342612440787,0.0576573875592133,0.2229220235195275,6.954397488263161,0.4288671582771786,2.7128268491102734,7.1518199843964885,0.25,0.829176894846,4.00877027472,3.179593379874,1.44128734529,3.5789261448,4.00877027472,Bimodal
Champ1,0.0,2.231754454309582,-1.3976256867283077,0.18780193236714976,4.016644131147472,0.8312374829980045,10.7845509139,0.6640530911921876,0.3359469088078155,1.3324653937474469,7.076960006863102,1.4780335237799178,4.016644131147472,7.859649693380273,0.25,1.49124368802,6.89970888038,5.4084651923600005,2.97012825836,3.61787633762,5.14620331555,Bimodal
Arhgap27os3,0.338219188616665,2.2735662278616187,0.47331699866633636,0.855072463768116,2.436697944330079,0.002474199340908756,8.87612844598,0.966547003135933,0.033452996864067004,0.1386548088663251,6.550332112944292,0.2571497475498718,2.436697944330079,5.893611959510795,0.25,0.86247741328425,2.73603593935,1.8735585260657497,1.329096543225,2.99802785276,3.83341529942,Unimodal
Rassf4,0.0002610739619340885,2.3635927592501065,-0.9300725210001595,0.4939613526570048,3.4134400460390966,0.008943035209635242,10.1478733937,0.8250616300097218,0.1749383699902821,0.6112139910440344,6.991281398222912,1.0516632519124813,3.4134400460390966,7.942441187934584,0.25,1.09657366821,5.9566966625825,4.8601229943724995,2.076592665415,3.56082492285,4.54462708902,Bimodal
Trim26,9.204268050844178e-06,2.4413436367799304,-1.1160619686433306,0.428743961352657,3.4321709518281605,0.033123147270873066,10.2651885163,0.78964217905491,0.2103578209450807,0.6637387887041476,6.828993721328146,1.059334832429883,3.432170951828161,7.8646861707336635,0.25,1.1143343301100002,6.14624110679,5.03190677668,1.9546139090149999,3.39542193399,4.50001214958,Bimodal
Acox3,7.006348754978742e-05,2.418097926874663,-1.0812426182306178,0.5030193236714976,3.369797299350668,0.016317072713352143,9.9237776394,0.8202902583799172,0.17970974162007286,0.5613839159396846,6.7565974583157375,0.9676180599815863,3.3697972993506684,7.628664383588983,0.25,1.0584502802550002,6.010491466105,4.95204118585,2.03539550425,3.34907295641,4.36838004744,Bimodal
Gm42683,0.9826500038620761,1.1119569125794648,31.89767395888797,0.8876811594202898,1.1264186915756504,0.00458584982518534,8.68371460585,0.9670446684492219,0.03295533155076161,0.06269640682643386,1.9993067097861512,0.09666756479057678,1.1264186915756504,0.8028156147061289,0.25,0.65602315562675,1.3079953896775,0.6519722340507501,0.899994706034,1.03991230169,1.34953394904,Unimodal
Pomk,0.0006386346995153058,2.2500807052187257,-1.1839950864215636,0.3774154589371981,3.535223290969153,0.14396632631043982,9.75221342465,0.747275956497665,0.2527240435023245,0.7478222213979437,6.497782251422767,1.2332781327778022,3.5352232909691534,7.300146038830429,0.25,1.14452177559,6.003875411375,4.859353635785,2.33427684401,3.21022614571,4.48960343937,Bimodal
Bag2,0.0,2.5701140193073515,-1.5655372199129485,0.11231884057971014,4.6912450265472945,1.7094971031959671,10.9169978005,0.6211060189796791,0.3788939810203168,1.726372183460523,8.16077801451785,1.4750120271226503,4.691245026547294,10.172658900294856,0.25,1.8029875668875,8.0656650241475,6.262677457259999,3.35354900428,4.37955487298,5.75874450705,Bimodal
Nedd9,0.5263179809204007,2.1857348539696333,0.07522233689796032,0.6032608695652174,2.754045962166901,-0.007290497829173681,9.87820516622,0.8996908224257066,0.10030917757429736,0.45122539596836614,6.845579529358286,0.7723824093053968,2.754045962166901,6.682245851645666,0.25,0.957072167665,3.90703833358,2.949966165915,1.48321548052,3.53278595837,4.29939457801,Unimodal
F10,0.012929151685053486,2.4370304816034607,0.19145564869920007,0.8508454106280193,2.4826239280260487,0.010205184096428344,9.60880470127,0.966110141987757,0.033889858012242945,0.14382001131572142,6.8264901231893695,0.2461923272465905,2.4826239280260487,6.234726192625483,0.25,0.822334048631,2.7143627491549998,1.8920287005239997,1.26931944906,3.26858437669,3.94316894069,Bimodal
Gm4841,0.8307232111411935,2.0678519551681314,0.7760583315211673,0.8599033816425121,2.455159952580461,0.008152698411557968,9.98583234255,0.9674482762771557,0.03255172372284445,0.1401360642570201,6.4016644663057205,0.2887510485949708,2.4551599525804613,5.715610679121766,0.25,0.80286349862475,2.938499067255,2.13563556863025,1.399651598075,3.23784624932,3.57023659142,Unimodal
Tcrg-C2,0.5706253617819623,1.2735804453905597,13.901486419653796,0.9528985507246377,1.7181966172542178,-0.011531023537967533,11.5264552403,0.9871809665831603,0.012819033416839843,0.0340045954550677,3.6945735191609357,0.10454336271019866,1.718196617254218,3.045537908118965,0.25,0.7090909322935,2.0569650650225,1.3478741327290003,1.2168991659,1.85149229661,2.11537043362,Discarded
Cd74,0.26317801393048623,1.8654440051242562,0.44820837098993804,0.34057971014492755,3.457170815726695,0.12381434112393364,15.2015623753,0.8249654440158353,0.17503455598415618,1.0840909353947024,7.914957213585672,1.9361842676149144,3.457170815726695,9.09149623642112,0.25,1.166346999975,5.3176078690374995,4.151260869062499,2.199149765235,4.07066005126,5.77378757922,Unimodal
Gm43082,0.9893533961344637,1.8116028603530716,4.182162909585389,0.9830917874396136,2.07537124012925,0.0034674879987067198,9.62300355528,0.9963768115942029,0.0036231884057971015,0.01499328949532667,5.561911176054999,0.033844804360607,2.07537124012925,4.497274353536263,0.25,0.9706701921022501,1.9555501603474998,0.9848799682452497,1.138935211275,2.32157209997,3.71079396733,Discarded
Malt1,0.4799389377471154,2.073196825981214,-0.5001041435022433,0.38768115942028986,3.030711505435553,0.05016021535949289,9.5493360741,0.8144279446657734,0.18557205533422402,0.7831676219987157,6.563101088863542,1.1747078004467164,3.030711505435553,6.609852139234337,0.25,1.00713287736,4.9337890540025,3.9266561766425,1.78730201732,3.3417906685,4.57370730029,Unimodal
Gm42463,0.8896993549166102,1.6983567704288123,7.256759928108183,0.7644927536231884,1.5532111133645332,0.006192485846356344,9.63800576339,0.9812612810840879,0.018738718915912077,0.2379605800695447,7.059765894212409,0.29666434126023045,1.5532111133645334,3.0566559971259974,0.25,0.67415405744525,1.507702954935,0.83354889748975,0.981221368926,3.66984890348,4.75480583013,Unimodal
Txnrd2,0.0,2.3733526685329434,-1.5205317651332337,0.1751207729468599,4.473105258205262,1.0969817040487517,10.8792846735,0.6282120902965173,0.3717879097034875,1.3986406881749363,7.561108213189391,1.57465815358495,4.473105258205262,9.164504040297174,0.25,1.6657134964725,7.5814316963175,5.915718199845,3.5912200408299997,3.85241528929,5.37034017608,Bimodal
