,Dip,BI,Kurtosis,DropOutRate,MeanNZ,DenPeak,Amplitude,gaussian_prob1,gaussian_prob2,gaussian_mean1,gaussian_mean2,gaussian_variance,mean,variance,unimodal_margin_quantile,unimodal_low_quantile,unimodal_high_quantile,IQR,q50,bim_thresh_down,bim_thresh_up,Category
Pcdhb5,0.39120245875412163,2.1633778767738217,2.976244716370643,0.9855072463768116,2.1673675140285,0.006428859998598435,8.93884110781,0.9981884057971014,0.0018115942028985507,0.016731325683759225,8.119979660476666,0.025370380006642827,2.1673675140285,5.545162089531744,0.25,1.0104127429799998,1.9002229022075001,0.8898101592275003,1.469730220745,2.06856965536,7.44986877577,Discarded
Xist,0.9851306848415344,0.9616980519108556,3.260125035309419,0.0,9.17461869598733,9.708764226672596,10.41541688051,0.061323297488523006,0.9386767025114765,5.025848265438588,9.445655872731383,1.2158242361652862,9.17461869598733,2.341709336306603,0.25,8.554241329015,10.16915693315,1.6149156041349997,9.457503211925001,5.67341750107,7.30261830982,Unimodal
Itk,0.9897935807998121,1.5136020372662073,14.49134364803195,0.7729468599033816,1.367275521406282,0.008027191473639617,9.82409452694,0.9897342521099967,0.010265747890003302,0.23127193408352714,7.943546507483854,0.2637853994055837,1.367275521406282,2.384764771613837,0.25,0.68078950685525,1.39673213571,0.71594262885475,0.9972473550450001,3.91671460868,4.72400531114,Unimodal
Aif1l,0.824798157175884,1.7599908879017776,4.573879725801503,0.8907004830917874,1.7080409680354365,0.006022194319642682,8.98827930953,0.9865151969006442,0.013484803099355762,0.10341293496800388,6.278891885912684,0.16378300765449974,1.7080409680354365,3.5612609886136597,0.25,0.658262748998,1.7422003443,1.083937595302,0.995715673024,3.02860705134,3.93602338657,Unimodal
Zc4h2,0.0,2.425922960436586,-0.28663134588108585,0.49516908212560384,2.8639156668319536,0.002377322251048808,9.46755580718,0.8763862212216004,0.12361377877840019,0.6185219273623427,7.310908938055758,0.8244617443721526,2.863915666831953,7.19158469507515,0.25,1.0002462779172498,3.9664625562225,2.96621627830525,1.62535682395,3.81071650201,4.6211623524,Bimodal
Fut4,0.005161372059835134,2.6635870654829463,-0.8185083419174712,0.7820048309178744,2.975524192702629,-0.0016725742893923812,9.24657104652,0.9285446698948835,0.07145533010511682,0.19490784448516582,6.544917764577987,0.3770964502359722,2.9755241927026286,7.098510110302676,0.25,0.929036761775,5.28900964548,4.359972883705,1.49886854825,3.26862166546,3.88057738099,Bimodal
C230085N15Rik,0.06152492906828455,1.874819676158074,1.579467776846438,0.3188405797101449,2.4433125051988034,0.024784955960699517,10.1866358562,0.8837750112597174,0.11622498874029408,0.9639258526490861,6.989819978946069,1.0611217558598711,2.4433125051988034,5.134609348613262,0.25,1.00945862936,2.6802822985300003,1.6708236691700002,1.5311051365,3.72209828523,4.88276499185,Unimodal
Tmem135,0.00029394659061998674,1.9663198445635834,-0.7232828400071627,0.04528985507246377,3.7255398598477862,2.0354962245141026,10.1135334973,0.7277742063902359,0.2722257936097636,2.161940038487448,7.285887488671739,1.345324160234761,3.7255398598477862,6.232813269219718,0.25,1.77910019062,5.75058572509,3.9714855344699997,2.77025158858,4.19431986586,5.75350321617,Bimodal
Enox2,0.01724525472527505,2.3259689540995927,-1.1796360865700377,0.5048309178743962,3.498294326349889,0.011591699155042212,9.91585481369,0.794199643199429,0.20580035680056402,0.5334488008284766,6.3585037637658655,1.025104260995723,3.498294326349889,7.100828927428637,0.25,1.138906421255,5.9367789045875,4.7978724833325,2.292768953115,3.16251035667,4.21430426351,Bimodal
Islr,2.3026964119154947e-05,2.7350925362264813,-0.4634203493874285,0.842391304347826,2.830151268830322,0.008741744217910519,10.0358741182,0.9582712339149219,0.041728766085077966,0.15173344231764302,7.204973575538305,0.26592384736228647,2.830151268830322,7.590771481436803,0.25,0.882357205218,4.85653206495,3.974174859732,1.50825672943,3.61227280814,4.32698029371,Bimodal
Selplg,0.6088667154620948,1.751861814428931,0.13916057745625832,0.0018115942028985507,7.26108483382896,8.542415646144994,12.621298101,0.20252135590333165,0.7974786440966678,3.1086713623529643,8.2991041882664,1.4177424562263765,7.261084833828959,5.6872191045854805,0.25,6.42679676068,8.88924679678,2.4624500361,8.01750189232,4.51500132509,6.14480584997,Unimodal
1700024P16Rik,0.29453105477734387,2.1067690012871734,2.9401501293383863,0.8448067632850241,2.0100759380360587,0.0026695757357477756,10.0133134197,0.9788647343100644,0.0211352656899359,0.1574584141423703,7.467126482233042,0.24905305142521303,2.010075938036058,5.335025868480755,0.25,0.744237334923,1.94382204128,1.199584706357,1.06114203981,3.30979357332,4.54046889334,Unimodal
Mpo,0.07120618872817175,1.3444046748920813,-0.24827698315102253,0.0024154589371980675,7.254891128609423,5.925602648561018,15.7096959784,0.7964008364036458,0.20359916359635377,5.8706857978634845,12.583294116041358,4.042316204734191,7.254891128609422,11.255652865374444,0.25,4.900316084437501,9.06884614979,4.168530065352499,6.47103447556,8.26572936725,11.8326661791,Unimodal
Gm37902,0.9919783034349303,1.762106366571657,6.956093720940169,0.910024154589372,1.4779577525955974,-0.0027310083707544064,8.5741784623,0.9915458131931771,0.008454186806822904,0.0796997010736587,6.381996824946292,0.1072304510788981,1.4779577525955974,2.924040345110465,0.25,0.643730349057,1.39278665826,0.7490563092029999,0.917213405526,3.16009588756,3.63911477909,Unimodal
Aldh3a2,3.924917563147279e-05,2.211899938582292,-0.9421967840938907,0.3858695652173913,3.406097545598416,0.08535999011774731,10.1012295767,0.7936387234776315,0.20636127652236042,0.8150557635933021,7.00193551406187,1.2813372523644235,3.4060975455984157,7.825292175602616,0.25,1.1268514585,5.88233589462,4.75548443612,2.06844714416,3.57012194789,4.81104895875,Bimodal
Prkaa2,0.7541395654953484,2.00041093671364,2.5326841623828997,0.7240338164251208,2.014263948097558,0.008803162692095828,9.22034502865,0.9580656983648764,0.04193430163512335,0.2845867744037779,6.753800508440387,0.42017408730111505,2.014263948097558,4.687950301167918,0.25,0.760226285805,1.98196645176,1.221740165955,1.17629164173,3.3122392767,4.01080251801,Unimodal
Zfp354b,0.8587969498139175,2.313011724717979,0.8062815281661919,0.9510869565217391,2.3171408928701234,0.001822709712070547,8.91475362831,0.9879227053140096,0.012077294685990338,0.040704811061583135,6.0547670712865,0.08066270860082325,2.3171408928701234,5.432396178153083,0.25,0.820276585006,2.17227839663,1.352001811624,1.28965852791,2.17227839663,3.56464845245,Discarded
Fam109b,0.0,2.2984089036383066,-0.9621603236893086,0.21920289855072464,3.4506741790347606,0.808544731377774,10.1204780303,0.7536622995076633,0.2463377004923402,1.2083076083023219,7.24055028071486,1.2788237476491089,3.450674179034761,7.685916604802595,0.25,1.23898306195,6.16849232918,4.92950926723,2.11140586367,3.83571935604,5.10543495881,Bimodal
Ifi27,0.0013736202228183947,1.82992739101558,-0.9474227388488687,0.006642512077294686,6.33828204877485,8.09161378765638,11.4151362252,0.3302852329628402,0.6697147670371606,3.2380604187729705,7.804361873454646,1.3773378245768688,6.3382820487748495,5.766240304611828,0.25,4.18005905542,8.263925922,4.08386686658,7.05456697699,4.41230879836,6.20954038428,Bimodal
Unk,0.0,2.2492055217050395,-1.446678774858433,0.19444444444444445,4.179576312674733,0.491676524981286,10.4389093097,0.6519853518605425,0.3480146481394564,1.3365238575546436,7.170637656624651,1.5266056761868987,4.179576312674733,8.091592932614594,0.25,1.56099747796,7.057940078150001,5.496942600190001,3.277288965275,3.62998589031,5.19402241542,Bimodal
Mtfr1,0.0,2.4401527497164044,-1.597333095229637,0.11292270531400966,4.827516829609255,1.54487894398672,10.2222640268,0.5604391919117026,0.43956080808829706,1.6371688211455682,7.655020502735784,1.49829177046725,4.827516829609255,9.120586520210832,0.25,1.87969781008,7.79596151555,5.9162637054700005,4.59345295968,3.92493752113,5.45217722428,Bimodal
Zfp941,0.1998476782983677,2.2626061863293394,0.5952293364479093,0.8858695652173914,2.3620544552454072,-0.003344647250893895,9.58143683707,0.9752490820217214,0.02475091797827857,0.10571311548591987,6.726444783509231,0.20668116178118073,2.3620544552454072,6.171845970752131,0.25,0.705801179378,2.52050993792,1.8147087585419999,1.21855116271,3.30491428731,3.68396191117,Unimodal
Cep70,0.0,2.3135470853800553,-1.4912607111751488,0.20954106280193235,4.295684973415343,0.40424233331176573,10.0272129371,0.6223237277086594,0.37767627229134665,1.1876510841024424,7.0336934661823145,1.5007325232549822,4.295684973415343,8.200215247499793,0.25,1.51666568289,7.05986176259,5.5431960796999995,3.73736475058,3.4785202799,4.99902722194,Bimodal
Mgst3,0.0,2.5576804603649244,-1.4250632869187123,0.23309178743961353,4.261228227264813,0.3416911380047969,11.4851827672,0.6279615524597044,0.37203844754029636,1.0443096108660075,7.02127604247833,1.2758215689720631,4.261228227264813,8.32040818351231,0.25,1.4832826150849998,6.84855524158,5.365272626495,3.56649794619,3.48389847951,4.79036651394,Bimodal
Ppox,0.0,2.535252637167887,-1.6084537371814367,0.07729468599033816,4.882551400935503,1.7416880227502984,10.8483350114,0.5548072564727765,0.4451927435272237,1.848604457960511,7.815798901788076,1.3683213483824863,4.882551400935503,9.177938389436148,0.25,1.92780666708,7.8467283847875,5.9189217177075,4.33456002421,4.20533974927,5.57864682702,Bimodal
Rxrg,0.963707125997207,1.1452923952068805,50.03238690648512,0.8641304347826086,1.1163746164463377,-0.0007925897854303421,9.09161899778,0.9378072495772181,0.06219275042281401,0.055361756916516965,1.6040885166265124,0.10665229370621973,1.1163746164463377,0.7409237879021954,0.25,0.673381596188,1.39598929078,0.722607694592,0.966612853311,0.809828071123,1.21836199617,Unimodal
Rgs18,0.002977475792282136,1.7760934251029148,-0.4306998094635288,0.006642512077294686,6.89643704236352,8.487646858517579,12.183296568,0.23999467610388708,0.7600053238961132,2.6365340082878497,8.18135486050007,1.7777130775769283,6.89643704236352,7.123316223343786,0.25,5.40799034661,8.87006398245,3.4620736358400004,7.73398006798,4.08025333371,6.04737936335,Bimodal
C87436,0.6376823402939225,1.2662303701889424,-0.9385023262928542,0.03140096618357488,5.288472992579839,6.024031462752088,10.877958105,0.4359891266621398,0.5640108733378604,2.9195473529749765,6.825256590396941,2.339577851191511,5.288472992579838,5.413324032098895,0.25,3.3383565127475006,7.1384544886075005,3.80009797586,5.460853309575,2.94763525683,6.49292930756,Unimodal
Nlrx1,0.8851223135333655,2.0980718162844947,0.5875316499981684,0.7119565217391305,2.353188328893516,0.008951356943650568,9.50338658329,0.9319125861710813,0.06808741382891925,0.2849713276786733,6.0547487577011365,0.4798654003138445,2.353188328893516,5.067460058781583,0.25,0.826967202675,2.93053614501,2.103568942335,1.26287766479,3.01929507326,3.71848621828,Unimodal
Icos,0.24926284445183722,2.2774976840027374,1.8119915919398482,0.8218599033816425,2.053965223265322,0.010347051372215255,9.27450931117,0.9710147473392557,0.02898525266074424,0.16646913391984863,7.04667237856741,0.2568559104524497,2.053965223265322,5.47218924577605,0.25,0.68957640994,1.8972876520000002,1.2077112420600002,1.09505341648,3.43817084861,3.99501035061,Unimodal
Hinfp,0.0,2.5714377410977654,-0.6740094925705247,0.6642512077294686,2.9014472395084154,-0.00945613437467796,9.44405344975,0.9047718014112115,0.09522819858878877,0.3476092449909652,6.927048642098453,0.5640665940880161,2.9014472395084154,7.20988381321697,0.25,0.8917859261135002,5.2904155886675,4.398629662554,1.53984721603,3.56755983639,4.09132034102,Bimodal
Rnase4,5.705083810814138e-06,2.8821720652951854,-0.7391047000542006,0.8285024154589372,2.9240607999475596,-0.001521732206392068,10.241790671,0.9510039756726707,0.048996024327329385,0.15859946971221728,7.156512039911272,0.27468844411092375,2.92406079994756,7.850767359066579,0.25,0.9091123039462501,6.0324629232025,5.12335061925625,1.455692384035,3.47773568891,4.37102320867,Bimodal
Podnl1,0.9407433091374169,1.9312750109379913,3.7664998419756603,0.821256038647343,1.8274993604480065,-0.0062637950084056815,8.90517954541,0.9770568219465797,0.022943178053420412,0.17853676564889964,6.634386476711167,0.25049091433769316,1.8274993604480068,3.898729398839675,0.25,0.7921726816652499,1.6836559955575,0.89148331389225,1.09095331001,3.26167527105,3.74284656797,Unimodal
Lonp2,0.0,2.0704844490180307,-1.444905982117439,0.09480676328502416,4.990211200489965,7.60291350978092,10.0588414047,0.4887064268205971,0.5112935731794029,1.730321662108148,7.180778919032931,1.7315710435096823,4.990211200489965,7.757756891918045,0.25,2.160387477855,7.506780849385001,5.3463933715300005,5.36827655456,3.499219052,5.46661072328,Bimodal
Bub1b,0.0,2.37875038259568,-1.3292663833285843,0.25422705314009664,4.022918626437971,0.36330531918404185,10.7194535183,0.7140657575858796,0.28593424241411214,1.1794539789607172,7.547106501734158,1.4630708097258536,4.022918626437971,8.95554665444069,0.25,1.445951025315,7.1204498776800005,5.674498852365001,2.65578202444,3.86528356798,5.27227355077,Bimodal
Cenpi,0.0,2.2874573427270857,-0.08077663024756099,0.2222222222222222,2.9335057092820893,1.2599863003786291,10.0494384995,0.8162411156066652,0.18375888439333304,1.1712301668914886,7.2138516621090805,1.0466743645225998,2.9335057092820893,6.479881078982279,0.25,1.1814562945100002,3.730052440515,2.548596146005,1.72848665454,3.92869103839,4.98005164492,Bimodal
Gm42992,0.868609363638245,1.757270783835,3.915709882448528,0.6352657004830918,1.881924040043361,0.010157664649431075,9.86979252947,0.9537896638999198,0.046210336100081455,0.4009154361246313,6.578901455233245,0.5447637542475449,1.881924040043361,3.8623130045284815,0.25,0.80260105788325,1.7674581319925,0.96485707410925,1.171867121685,3.45167984381,4.04026651338,Unimodal
Iars,0.0,2.335245327418127,-1.572082662500642,0.06099033816425121,5.262297255381416,8.22388206099415,10.7520535393,0.49819119253255734,0.5018088074674417,2.0278551409849874,7.833836984894613,1.5453279092797394,5.262297255381416,8.937127009516406,0.25,2.19740531359,8.0759856968,5.87858038321,5.63659876276,4.14519081783,5.71667978293,Bimodal
Htra3,0.003989990801536281,3.0638828257308646,-1.2139094221893254,0.9432367149758454,3.2388544737357448,-0.004323984913038648,8.89347983102,0.9806763285021918,0.019323671497808233,0.04917763039641125,7.018370273900204,0.09804737545084466,3.2388544737357448,8.133956134382606,0.25,0.8633732136165,6.2178146004774995,5.354441386861,1.78701813193,3.28350010456,5.10843489168,Bimodal
Zfp87,0.0,2.0366832475175953,-0.8851025587300296,0.36231884057971014,3.4932030736647084,0.1032154215825547,9.91617712265,0.8077664034165927,0.192233596583405,1.018148854412458,7.309457726469327,1.481665299858161,3.4932030736647084,7.547630135043569,0.25,1.2370356504625,5.9507300804325,4.713694429969999,2.378995854165,3.80363845173,5.20162192727,Bimodal
Gyg,0.0,2.295886721514032,-1.3931417083828095,0.03985507246376811,5.733352420336575,8.124546083837348,10.6874957757,0.4032856748339448,0.5967143251660549,2.1056839429711456,7.802154025613561,1.481460200938932,5.733352420336575,8.371192932804217,0.25,2.7104041953499998,8.231708054715,5.521303859365,6.87106402026,4.07924233947,5.64043371791,Bimodal
Fhl1,0.03372144628343887,2.381389406937022,0.0463287906828862,0.7041062801932367,2.6718914965582594,-0.00931952365697647,9.89489294904,0.9272903681508754,0.07270963184912504,0.3021464406585003,7.019956182725851,0.5365401906531638,2.671891496558259,7.084304780118963,0.25,0.864132403287,3.5055756057575,2.6414432024705,1.346187332525,3.50905955455,4.26399003636,Bimodal
Smpdl3a,0.0,2.4040233156246917,-1.569162583511632,0.050724637681159424,5.397083033227579,8.376587824029414,11.6817816721,0.4840383476666166,0.5159616523333831,1.9959583020100056,8.05718327033626,1.587598394322101,5.397083033227579,9.866708209488888,0.25,2.156404728475,8.3132842367825,6.156879508307501,5.98510254656,4.22485236068,5.79364962269,Bimodal
Gpr19,0.0,2.6488607327113147,-1.1409313443983926,0.6286231884057971,3.1767405525632,0.012748618907570619,10.825508354,0.8697484225081178,0.13025157749188268,0.3769715976480871,6.540399292601495,0.6133424193224529,3.1767405525632,6.906849086510826,0.25,1.040316346615,6.06573479317,5.025418446554999,1.74702173862,3.30613564221,4.06070194514,Bimodal
2700029L08Rik,0.7945604301202407,1.9301026063933862,3.8627508182759724,0.9541062801932367,1.7729942297358026,0.002578388173546997,8.69065524639,0.9939613526570051,0.0060386473429947934,0.04229116486019045,6.513630410005158,0.06747403874871571,1.7729942297358026,4.00064148761339,0.25,0.71843713394,1.4615284945174998,0.7430913605774998,1.128600120915,3.03339465923,3.6191026275,Discarded
Kmt5b,0.0003482371279289742,1.9107403879048772,-1.0097031446695437,0.1068840579710145,3.7406977925266625,1.5753804491406114,10.3141601177,0.6910768343779307,0.3089231656220721,1.750292970362459,6.899093835628777,1.550192514662423,3.7406977925266625,6.581515955154864,0.25,1.572297101245,6.168178047535,4.59588094629,2.76170531557,3.66049172755,5.45412846144,Bimodal
Gm43696,0.9903112707511158,1.5398518937464765,5.85598659262976,0.2276570048309179,2.087172885178147,0.015550499076341429,9.95318924619,0.937577572504901,0.06242242749510674,1.2195467341116573,7.5068162173960955,0.9756950721527304,2.087172885178147,3.2695568250199294,0.25,1.072502010285,2.24533554872,1.172833538435,1.58112882215,4.2219887305,5.31006615704,Unimodal
Cd93,0.0,2.212609727337536,-1.4666540028190056,0.036231884057971016,5.7026139792564186,8.473362975675885,12.046624793,0.45041575400927547,0.5495842459907248,2.293885628712627,8.120311559549888,1.7164955117545928,5.7026139792564186,9.327878600049248,0.25,2.6235608542224997,8.4764670309925,5.85290617677,6.47916346941,4.27991406749,6.02910737494,Bimodal
Zfp52,1.487529770161089e-05,2.4382249553033652,-0.7153797831493534,0.482487922705314,3.1836856762966312,0.005018807449431062,10.8827537025,0.8419903492013441,0.15800965079864132,0.6135661632676415,7.15765773805179,0.9583892176683919,3.1836856762966312,7.980336115779526,0.25,1.00576584341,5.77643458562,4.77066874221,1.76863392401,3.64980992502,4.56301494791,Bimodal
Zfp27,0.5515360212495573,2.1948408876622136,0.20425338714420782,0.6195652173913043,2.6297351277420713,-0.007761916445618688,9.93558003514,0.9023405679485822,0.09765943205141815,0.40273937999482895,6.523022071496478,0.6852066322442631,2.6297351277420713,6.20290998235436,0.25,0.9235868575017501,3.8512819322975003,2.92769507479575,1.4396887969,3.37867724958,4.12414092696,Unimodal
Igkv4-92,0.7704284070702636,1.7286017714770747,12.802257296631815,0.9867149758454107,1.6185598484908181,0.00924884819180763,10.9835202299,0.9993961352657005,0.0006038647342995169,0.014879031079696676,10.9835202299,0.02429926214456432,1.6185598484908181,4.93378553496713,0.25,0.6698133263612499,1.3238978865425,0.65408456018125,0.9635977761575001,3.17243105692,10.9835202299,Discarded
Pmpca,0.0,2.324012333894661,-1.5467824631188802,0.07910628019323672,5.237162348564584,8.023373728410181,10.3094239225,0.4840491318798471,0.5159508681201532,1.8433865382980676,7.61812898414205,1.5420063946845013,5.237162348564584,8.554213407273352,0.25,2.22842263341,7.96786009003,5.73943745662,5.93812519025,3.92699781579,5.52304326956,Bimodal
Ly6e,0.9989045948610241,0.6245120532012768,3.8719962744271488,0.0,10.673587517612203,10.850471130835519,9.15577918756,0.023780994165778797,0.9762190058342202,7.1193101288236935,10.76017080408913,0.789048567446499,10.673587517612203,1.097452297558415,0.25,10.147782164775,11.314245646025,1.16646348125,10.755636689,7.50002746392,8.79648204302,Unimodal
Uap1l1,0.0,2.6225945362749807,-1.4863579106080165,0.15942028985507245,3.986193880937726,1.104736525178724,9.98007513041,0.6611358112696081,0.3388641887303945,1.3003825955647417,7.350980946300022,1.1924788963506452,3.9861938809377255,8.649104774784766,0.25,1.3723708017300003,7.2100772565425,5.8377064548124995,2.5976040296300003,3.84164087973,5.0446806745,Bimodal
Sgsm1,0.08072502783045166,2.44074107516248,0.09613811852852683,0.7566425120772947,2.596434657909645,0.01289469989536074,10.0133988163,0.9415050545795827,0.05849494542041776,0.23523393369202072,7.015783592498538,0.42503762682575547,2.5964346579096453,7.0678262813320485,0.25,0.7874491269025,3.2747254184749996,2.4872762915724995,1.30211118602,3.38531597936,4.05014348292,Unimodal
Nfkb1,0.0,1.8804216734417962,-1.1488804672089317,0.0012077294685990338,6.3253728210366305,8.146378106617949,10.8533376887,0.37997807308713344,0.6200219269128666,3.7074063957658376,7.917462480575542,1.1809482066696066,6.3253728210366305,5.318135136425138,0.25,4.089325445530001,8.2487192608375,4.159393815307499,6.994218533945,4.84616906332,6.50951852923,Bimodal
Sdpr,0.05786711639837683,2.2160159356155384,1.2775273432488943,0.7270531400966184,2.4785287067825728,-0.002866260326368608,10.439457666,0.9501444158266767,0.04985558417332305,0.307878473877092,7.701797528923445,0.5273598413680424,2.478528706782573,6.969152907337188,0.25,0.885204343151,2.4592573161675,1.5740529730165003,1.2754814891400001,4.00286862817,4.51500132509,Unimodal
Dtl,0.0,2.408187044130389,-1.5321997693337424,0.017512077294685992,5.570458934846173,8.173368028052403,10.524756058,0.45599330220704576,0.5440066977929554,2.533009177755019,7.937169570604006,1.2492194561265162,5.570458934846172,8.106878671718926,0.25,2.721440968145,8.131331908595,5.4098909404499995,6.35921198849,4.50685968535,5.87858154979,Bimodal
Pdlim5,9.071245953562457e-05,2.2734133962471286,-1.0339827449908787,0.44806763285024154,3.3350928185062165,0.026733435230860136,9.89856292361,0.7991465293039787,0.20085347069602666,0.6641447652962028,6.52215112490134,1.0657334727314693,3.3350928185062165,6.934461617258626,0.25,1.171210471765,5.805672023305,4.63446155154,2.088937473245,3.30586456267,4.39562524514,Bimodal
Tsc22d1,1.0104854458070633e-05,1.9151721172947362,-0.44293500747112,0.0006038647342995169,7.097040548016764,8.64687232000298,12.3256321174,0.2401410255962924,0.7598589744037089,2.9570665755603858,8.399771681724278,1.4737144644440585,7.097040548016763,6.8570128548703915,0.25,5.647983203055,8.97349205217,3.3255088491149998,7.93755147016,4.54891724368,6.17123863262,Bimodal
Zfp783,0.0,2.236602269875157,-0.9326856559215093,0.2041062801932367,3.4159686626602035,1.2378047757309336,9.9706620072,0.7398247586121762,0.2601752413878216,1.2295530059813968,6.953368199705966,1.2606325335619288,3.4159686626602035,7.131035867256421,0.25,1.3120729613900002,5.8460475831375,4.533974621747499,2.08790317853,3.65353943573,4.9695954212,Bimodal
Efhc1,0.12180938199924174,2.3771851858110766,-0.6722618418978108,0.9655797101449275,3.051301279643544,-0.0027103065692737904,8.38792902374,0.989122457925675,0.010877542074324988,0.032861203234373616,6.667215798510803,0.08380157178672135,3.051301279643544,7.331573859638841,0.25,1.0000900306,4.46636610579,3.4662760751899997,1.74944487409,3.35189972686,4.28090050298,Discarded
Mgat1,0.005318397740463721,1.888411787457574,-1.0541258055696037,0.03260869565217391,5.934601381002504,7.796355202421772,10.9482331663,0.35321448526038673,0.6467855147396124,2.3916500149467894,7.5702319087513725,1.718015518529279,5.934601381002504,6.964940683218981,0.25,3.4988335195275004,8.0391190253225,4.540285505794999,6.823980760625,3.80100751274,5.77088313842,Bimodal
Pik3c3,0.0,2.372792948108335,-1.4917147851322896,0.25,4.170055744468035,0.30651988689726006,9.80919917269,0.6580534982223454,0.3419465017776615,1.1058100932252242,7.018231201835817,1.397109349769046,4.170055744468034,8.009827228636617,0.25,1.4593784854199998,6.9838938170825,5.524515331662499,3.328353054685,3.50636476809,4.91124271932,Bimodal
Fcrl1,4.544807929562911e-05,2.639366681179236,-0.3738626334676143,0.8466183574879227,2.811893158638134,0.012497440346897704,9.14885788759,0.9613166324649824,0.0386833675350176,0.15277229549264276,7.3527787451798465,0.27673050875575583,2.8118931586381337,7.709042818964746,0.25,0.907087708769,3.967466887485,3.060379178716,1.359026207445,3.47085897342,4.0301059065,Bimodal
Gnb4,0.0,2.3446873630155687,-1.1072850835192014,0.08152173913043478,4.07507467869366,1.6731091760427166,11.386907817,0.6820025816779774,0.3179974183220237,1.8100237121929246,7.888198188596712,1.457424454310518,4.07507467869366,8.962330497263443,0.25,1.57595551663,7.11990672519,5.543951208559999,2.66268882625,4.32446375422,5.74166178938,Bimodal
Camk1,0.0,2.682884300132117,-1.5459055559439707,0.15458937198067632,4.179558555025951,1.1046810964107934,10.776229714,0.6406850928483723,0.3593149071516312,1.322480174058862,7.475754098360959,1.2109562816773967,4.179558555025951,9.048516707997457,0.25,1.4107993342,7.382426166255,5.971626832055,2.819794611115,3.90971420951,5.11854586678,Bimodal
Card6,0.7771624890009743,1.7783630685737413,4.3005604597161184,0.6853864734299517,1.800371537449981,-0.003303204679024341,9.80207139946,0.9646148640083055,0.03538513599169491,0.33997554675593983,6.739433551684512,0.4419980407049031,1.800371537449981,3.6333736390041107,0.25,0.781327337178,1.68280990126,0.901482564082,1.10510631463,3.48389847951,4.12521043255,Unimodal
Epb41l3,0.02894990802965758,1.7056519470411153,4.338414838337485,0.18055555555555555,2.2372271455542028,1.4232448255268042,9.91814020519,0.9232782203179347,0.07672177968206746,1.3571777172866655,7.562790257441397,0.9376478080727139,2.2372271455542028,3.572068841129124,0.25,1.17791398225,2.3982694407,1.22035545845,1.67085887915,4.35482604334,5.39135353421,Unimodal
Rnf4,0.11186551725951688,1.7888506835074254,-0.6119982044483829,0.00785024154589372,6.8194007968416575,8.611579188706639,11.4714642778,0.27105530517222426,0.7289446948277755,3.08877687626062,8.133178739966253,1.5711717573965618,6.819400796841658,6.289872306565755,0.25,5.014308797235,8.773330021135,3.7590212238999996,7.70576514985,4.36885631784,6.22356156012,Unimodal
Aff3,0.0,1.7508852592290445,-1.3506722506543734,0.06340579710144928,4.693797968181584,1.7479881206862202,10.5352661996,0.5506500341032998,0.4493499658966998,2.182800754658975,7.108545452335717,1.9583432155397815,4.693797968181584,7.108484371465174,0.25,2.153797150625,7.25963518418,5.105838033555001,4.48175738788,3.54588258127,5.89952176254,Bimodal
Pitpnb,0.0,2.408555974459743,-1.5625903006546835,0.06280193236714976,5.378042206380706,8.131137799436823,10.8731592138,0.48492039405750154,0.5150796059424984,2.0502158092567035,7.855289276958712,1.4509309929643315,5.378042206380706,8.718420465301648,0.25,2.348711764275,8.0987816160075,5.7500698517324995,6.15447861121,4.19345408544,5.67597723853,Bimodal
2610301B20Rik,0.0,2.154234989461582,-1.1227349283716552,0.16847826086956522,3.7888606866876984,1.3473906984039306,11.1119157611,0.7270926664584193,0.2729073335415812,1.5342072601531735,7.45677719035276,1.4998202538877379,3.788860686687699,7.7612648052910735,0.25,1.47168060677,6.77480302713,5.30312242036,2.58684633283,3.99242619587,5.50195578165,Bimodal
Plac8,0.0,1.9420729746324676,-0.9491779674681133,0.0006038647342995169,8.209669769409809,10.145667019743597,13.025449812,0.31851437963920776,0.6814856203607916,4.20266382113037,10.075199203618237,1.9847505680498598,8.209669769409809,9.441257341889049,0.25,5.351062962075,10.612136999899999,5.261074037824999,9.20565048558,5.88131406689,7.88183491846,Bimodal
I830127L07Rik,0.7397802777861424,1.389543278241336,5.143662574907779,0.7107487922705314,2.0172205398427994,-0.0075298520924989565,10.8263549923,0.9687327672894531,0.03126723271054777,0.3860344345048874,6.700921483486502,0.6255765410169144,2.0172205398428,3.4536847736226295,0.25,0.914630204598,2.275595743045,1.3609655384469996,1.39717585125,3.4293623197,4.19172084172,Unimodal
Zfyve16,0.008940697944886833,2.365637351112319,-0.8203125065463825,0.586352657004831,3.1070665232025836,0.00310193434117334,9.63492114139,0.8595295482556884,0.1404704517443111,0.43378963224505945,6.495136833838365,0.7926615208481139,3.107066523202584,6.989837606707079,0.25,0.969454471341,5.51531756244,4.545863091099,1.69024375808,3.27425794591,4.09835896844,Bimodal
N4bp3,0.0,3.0418864534336416,-1.2681356586508545,0.6491545893719807,3.3204910218400343,0.0039299406709901175,9.9505072268,0.8741101855972404,0.12588981440275965,0.32458545466530747,7.000213545514158,0.5299745850859148,3.3204910218400343,8.344932151988337,0.25,0.940364962555,6.41662726257,5.476262300015,1.68738260143,3.35725922402,4.14773059235,Bimodal
